Symbol|Name|Date|mkt_val|rbics_econn|rbics_econ|rbics_sectn|rbics_sect|rbics_subsectn|rbics_subsect|rbics_indgrpn|rbics_indgrp|rbics_indn|rbics_ind|rbics_subindn|rbics_subind|msci_esg_env|msci_esg_gov|msci_esg_social|sales_total|sales_ps|sales_growth|MSCI ESG Ovr Score|MSCI ESG Ovr Score
KMX|CarMax, Inc.|12/29/2017|11638.91772307|20|Consumer Cyclicals|2015|Miscellaneous Retail|201510|Auto Retail|20151015|Motor Vehicle Sales|2015101510|Automobile Dealers|201510151020|Used Car Dealers|2.20000004768372|6.5|3.90000009536743|17085.951|82.5904221834924|10.0121801848346|4.90000009536743|BBB
CCL.U|Carnival Corporation|12/29/2017|47653.66|15|Consumer Services|1510|Hospitality Services|151010|Hospitality Services|15101010|Accommodation Providers|1510101010|Cruise Lines|151010101010|Ocean-Going Cruise Lines|4.5|3.79999995231628|3.09999990463257|17510|24.151724137931|6.84647302904564|0.300000011920929|CCC
CAT|Caterpillar Inc.|12/29/2017|94173.86915176|40|Industrials|4010|Industrial Manufacturing|401020|Machinery Manufacturing|40102025|Natural Resource and Construction Machinery Makers|4010202515|Multi-Type Resource/Construction Machinery Makers|401020251510|Multi-Type Resource/Construction Machinery Makers|6.59999990463257|3.70000004768372|8.60000038146973|45462|75.8585015851827|17.9697433635208|8.39999961853027|AA
CBOE|Cboe Global Markets Inc|12/29/2017|14046.42822603|30|Finance|3020|Investment Services|302010|Investment Services|30201025|Securities Sales and Trading Services|3020102525|Securities Exchanges and ECNs|302010252515|Securities Exchanges|6.69999980926514|5.5|0.699999988079071|2229.1|20.7358139534884|217.038828047219|1.89999997615814|B
CBRE|CBRE Group, Inc. Class A|12/29/2017|14701.97526678|30|Finance|3025|Real Estate|302515|Real Estate Investment and Services|30251510|Other Real Estate Investment and Services|3025151010|Commercial Real Estate Services and Brokerage|302515101010|Commercial Real Estate Services and Brokers|6.30000019073486|3.70000004768372|8.80000019073486|15279.37|41.6968710778991|16.2823369360274|8.39999961853027|AA
CBS|CBS Corporation Class B|12/29/2017|22597|15|Consumer Services|1515|Media and Publishing Services|151510|Media and Publishing Services|15151015|Entertainment and Programming Providers|1515101510|Other Entertainment and Programming Providers|151510151025|General Entertainment and Programming|9|3.09999990463257|4.80000019073486|13692|33.6412776412776|11.4802149487054|2.29999995231628|B
CELG|Celgene Corporation|12/29/2017|79240.548|35|Healthcare|3510|Biopharmaceuticals|351010|Non-System-Specific Biopharmaceuticals|35101015|Oncology Biopharmaceuticals|3510101515|Hematological Oncology Biopharmaceuticals|351010151510|Hematological Oncology Biopharmaceuticals|4.30000019073486|3.90000009536743|5|12812|15.8550760479782|16.3859668247306|4.40000009536743|BBB
CNC|Centene Corporation|12/29/2017|17496.32456|35|Healthcare|3515|Healthcare Services|351510|Healthcare Support Services|35151010|Health Plan Providers|3515101010|Government Managed Care|351510101010|Medicaid Managed Care|8.30000019073486|5.40000009536743|3.29999995231628|48382|273.805616235244|19.1469451079863|4.30000019073486|BBB
CNP|CenterPoint Energy, Inc.|12/29/2017|12224.4318042|65|Utilities|6510|Utilities|651010|Energy Utilities|65101015|Natural Gas Utilities|6510101515|United States Natural Gas Utilities|651010151515|United States Natural Gas Utilities|4.09999990463257|5.5|5.69999980926514|9404|21.6528362360353|24.6388336646786|3.29999995231628|BB
CTL|CenturyLink, Inc.|12/29/2017|17833.73892|60|Telecommunications|6010|Telecommunications|601015|Wireless and Wireline Telecommunications Services|60101515|Wireline Services|6010151530|United States Wireline Services|601015153010|Multi-Type United States Wireline Services|10|3.79999995231628|4.90000009536743|17656|28.0836592740813|1.06468231253578|5.5|BBB
CERN|Cerner Corporation|12/29/2017|22404.57017433|35|Healthcare|3515|Healthcare Services|351510|Healthcare Support Services|35151015|Healthcare Administrative Support Services|3515101515|Healthcare and Pharma Industry Software|351510151515|Healthcare Management Software|6|4.59999990463257|4.5|5142.272|15.2138674966494|7.20944327217103|3.79999995231628|BB
CF|CF Industries Holdings, Inc.|12/29/2017|9924.03276606|45|Non-Energy Materials|4510|Chemical, Plastic and Rubber Materials|451020|Specialty and Performance Chemicals|45102020|Agrochemical Products|4510202010|Fertilizers Manufacturing|451020201020|Nitrogenous Fertilizer Manufacturing|1.89999997615814|5.69999980926514|1.29999995231628|4130|17.6571184266781|12.0759837177748|0.899999976158142|CCC
SCHW|Charles Schwab Corporation|12/29/2017|69109.73340172|30|Finance|3020|Investment Services|302010|Investment Services|30201025|Securities Sales and Trading Services|3020102510|Brokerage Services|302010251025|Retail Advisory and Brokerage Services|10|4.5|3.5|8960|6.62232076866223|17.2161172161172|4.09999990463257|BB
CHTR|Charter Communications, Inc. Class A|12/29/2017|80128.49558164|60|Telecommunications|6010|Telecommunications|601010|Other Telecommunications Services|60101025|Other United States Telecommunications Services|6010102510|Other United States Telecommunications Services|601010251015|United States Video and Television Services|6|3.90000009536743|3.29999995231628|41581|140.143058962112|43.3679274557804|1.70000004768372|B
CHK|Chesapeake Energy Corporation|12/29/2017|3589.7099634|25|Energy|2510|Upstream Energy|251015|Fossil Fuel Exploration and Production|25101510|Americas Fossil Fuel Exploration and Production|2510151020|US Southern Fossil Fuel Exploration/Production|251015102020|Mid-Continent Fossil Fuel Exploration/Production|2.09999990463257|4|3.59999990463257|9069|10.0651214128035|7.86156041864891|2.20000004768372|B
CVX|Chevron Corporation|12/29/2017|238449.62898315|25|Energy|2510|Upstream Energy|251015|Fossil Fuel Exploration and Production|25101515|Integrated Oil and Gas Exploration and Production|2510151510|Integrated Oil and Gas Exploration and Production|251015151010|Integrated Oil and Gas Exploration and Production|1.89999997615814|3.70000004768372|5.40000009536743|134779|71.0110642781876|21.9896093552008|2.29999995231628|B
CMG|Chipotle Mexican Grill, Inc.|12/29/2017|8100.35478|15|Consumer Services|1510|Hospitality Services|151010|Hospitality Services|15101025|Restaurants and Bars|1510102515|Limited-Service and Fast Food Restaurants|151010251535|Mexican Restaurants|5.09999990463257|4.30000019073486|3.79999995231628|4476.412|156.731627043871|14.6509154837229|2.5|B
CB|Chubb Limited|12/29/2017|67779.94244727|30|Finance|3015|Insurance|301510|Insurance|30151020|Property and Casualty Insurance|3015102010|Commercial Insurance|301510201025|Diversified Commercial Insurance|7.59999990463257|4.69999980926514|2.09999990463257|32252|68.4469696883681|2.53703821453551|4.59999990463257|BBB
CHD|Church & Dwight Co., Inc.|12/29/2017|12423.59198266|50|Consumer Non-Cyclicals|5020|Household Products|502020|Personal Care and Cleaning Products|50202025|General Personal Care and Cleaning Products Makers|5020202510|General Personal Care and Cleaning Products Makers|502020251010|General Personal Care and Cleaning Products Makers|5.40000009536743|6.5|2|3776.2|14.7450214759859|8.10454896796542|3.59999990463257|BB
CI|Cigna Corporation|12/29/2017|49547.25803|35|Healthcare|3515|Healthcare Services|351510|Healthcare Support Services|35151010|Health Plan Providers|3515101020|Other Managed Care|351510102010|Other Managed Care|10|6|2.79999995231628|41723|163.255865010664|5.10101264547332|5.40000009536743|BBB
XEC|Cimarex Energy Co.|12/29/2017|11644.32132234|25|Energy|2510|Upstream Energy|251015|Fossil Fuel Exploration and Production|25101510|Americas Fossil Fuel Exploration and Production|2510151020|US Southern Fossil Fuel Exploration/Production|251015102030|Permian Basin Fossil Fuel Exploration/Production|1.79999995231628|5.59999990463257|3.59999990463257|1918.249|20.5140574704039|52.5634571259281|2.90000009536743|BB
CINF|Cincinnati Financial Corporation|12/29/2017|12287.583|30|Finance|3015|Insurance|301510|Insurance|30151020|Property and Casualty Insurance|3015102010|Commercial Insurance|301510201045|Multi-Type Commercial Insurance|5.19999980926514|5.5|1.79999995231628|5741|34.5843373493976|5.32012474775271|2.59999990463257|B
CTAS|Cintas Corporation|12/29/2017|16591.23147559|10|Business Services|1010|Business Services|101020|Business Support Services|10102010|Facilities and Other Support Services|1010201015|Other Support Services|101020101510|Linen and Uniform Supply Services|7.19999980926514|4|3.90000009536743|6003.598|49.3898017312563|19.4694754353794|4.09999990463257|BB
CSCO|Cisco Systems, Inc.|12/29/2017|189623.3|55|Technology|5515|Hardware|551515|Communications Equipment|55151525|Other Communications Equipment|5515152510|General Communications Equipment|551515251010|General Communications Equipment|5.80000019073486|4.19999980926514|5.80000019073486|47789|9.50782333135274|-2.30594680785821|7.09999990463257|A
C|Citigroup Inc.|12/29/2017|191226.89483345|30|Finance|3020|Investment Services|302010|Investment Services|30201030|Diversified Investment|3020103010|Diversified Investment|302010301010|Diversified Investment|7.30000019073486|3.20000004768372|5.30000019073486|88517|32.6299796183065|5.32973178800067|4.80000019073486|BBB
CFG|Citizens Financial Group, Inc.|12/29/2017|20604.32604576|30|Finance|3010|Banking|301020|United States Banks|30102010|United States Commercial Banks|3010201015|United States East and South Commercial Banks|301020101520|United States Northeast Commercial Banks|0.5|6.80000019073486|3.40000009536743|6613|13.0617326531112|15.0487125956855|4.5|BBB
CTXS|Citrix Systems, Inc.|12/29/2017|12646.216|55|Technology|5520|Software and Consulting|552015|Software|55201535|IT Infrastructure Software|5520153530|Network Infrastructure Software|552015353025|Other Network Software|6.69999980926514|4.69999980926514|4.19999980926514|2824.686|18.7339483615092|3.23842870091519|6.80000019073486|A
CLX|Clorox Company|12/29/2017|19239.2393688|50|Consumer Non-Cyclicals|5020|Household Products|502020|Personal Care and Cleaning Products|50202035|Household Cleaning Products|5020203510|Household Cleaning Products|502020351010|Household Cleaning Products|7.09999990463257|6.69999980926514|5.69999980926514|6040|45.3992672879011|2.80851063829787|8|AA
CME|CME Group Inc. Class A|12/29/2017|49545.7099|30|Finance|3020|Investment Services|302010|Investment Services|30201025|Securities Sales and Trading Services|3020102525|Securities Exchanges and ECNs|302010252515|Securities Exchanges|8|5.69999980926514|3.5|3731.2|10.7072945630258|3.79148237781302|5.30000019073486|BBB
CMS|CMS Energy Corporation|12/29/2017|13321.9031|65|Utilities|6510|Utilities|651010|Energy Utilities|65101010|Electric Utilities|6510101020|United States Regional Electric Utilities|651010102010|United States Midwest Electric Utilities|6.69999980926514|7.30000019073486|5.40000009536743|6583|23.4437321937322|2.8754492889514|8|AA
KO|Coca-Cola Company|12/29/2017|195402.92|50|Consumer Non-Cyclicals|5015|Food and Tobacco Production|501515|Food and Beverage Production|50151510|Beverages Production|5015151020|Non-Alcoholic Beverage Production|501515102030|Juices, Soft Drinks and Energy Drinks Production|7.59999990463257|2.70000004768372|4.80000019073486|35088|8.09805735430157|-15.4057572689136|6.90000009536743|A
CTSH|Cognizant Technology Solutions Corporation Class A|12/29/2017|41759.76|55|Technology|5520|Software and Consulting|552020|Technology Consulting Services|55202020|Information Technology Consulting|5520202010|Information Technology Consulting|552020201030|Multi-Tactic Enterprise Solutions Consulting|3.79999995231628|5.69999980926514|4.69999980926514|14810|24.890756302521|9.8086319520134|6.5|A
CL|Colgate-Palmolive Company|12/29/2017|65996.1993531|50|Consumer Non-Cyclicals|5020|Household Products|502020|Personal Care and Cleaning Products|50202025|General Personal Care and Cleaning Products Makers|5020202510|General Personal Care and Cleaning Products Makers|502020251010|General Personal Care and Cleaning Products Makers|8.60000038146973|4.90000009536743|5.5|15454|17.4070736652399|1.70450806186245|7.80000019073486|AA
CMCSA|Comcast Corporation Class A|12/29/2017|186012.54608085|60|Telecommunications|6010|Telecommunications|601010|Other Telecommunications Services|60101025|Other United States Telecommunications Services|6010102510|Other United States Telecommunications Services|601010251010|General United States Telecommunications Services|8.30000019073486|3.79999995231628|2.79999995231628|84650|17.6610948600084|5.28214121363631|1.70000004768372|B
CMA|Comerica Incorporated|12/29/2017|15005.83258221|30|Finance|3010|Banking|301020|United States Banks|30102010|United States Commercial Banks|3010201010|Other United States Commercial Banks|301020101010|Other United States Commercial Banks|3.90000009536743|6.40000009536743|4.30000019073486|3247|18.3539325842697|11.4275909402883|6.5|A
CAG|Conagra Brands, Inc.|12/29/2017|15092.89414416|50|Consumer Non-Cyclicals|5015|Food and Tobacco Production|501515|Food and Beverage Production|50151515|Food Production|5015151520|General Food Manufacturing and Processing|501515152010|General Food Manufacturing and Processing|4|4.09999990463257|5|7820.5|17.9516055045872|-13.1846539819276|5.30000019073486|BBB
CXO|Concho Resources Inc.|12/29/2017|22341.739896|25|Energy|2510|Upstream Energy|251015|Fossil Fuel Exploration and Production|25101510|Americas Fossil Fuel Exploration and Production|2510151020|US Southern Fossil Fuel Exploration/Production|251015102030|Permian Basin Fossil Fuel Exploration/Production|1.79999995231628|3.5|2.79999995231628|2586|17.4781691854335|58.1662984682456|2|B
COP|ConocoPhillips|12/29/2017|64611.41096949|25|Energy|2510|Upstream Energy|251015|Fossil Fuel Exploration and Production|25101510|Americas Fossil Fuel Exploration and Production|2510151015|Pan-US Fossil Fuel Exploration/Production|251015101520|Pan-US Fossil Fuel Exploration/Production|4.09999990463257|4.59999990463257|6.59999990463257|28986|23.7740348785214|21.5447836296545|6.80000019073486|A
ED|Consolidated Edison, Inc.|12/29/2017|26334.5|65|Utilities|6510|Utilities|651010|Energy Utilities|65101010|Electric Utilities|6510101020|United States Regional Electric Utilities|651010102015|United States Northeast Electric Utilities|7.09999990463257|3.70000004768372|5.09999990463257|12024|38.9507772020725|-0.315038965345714|7|A
STZ|Constellation Brands, Inc. Class A|12/29/2017|43970.549708061|50|Consumer Non-Cyclicals|5015|Food and Tobacco Production|501515|Food and Beverage Production|50151510|Beverages Production|5015151010|Alcoholic Beverage Production|501515101010|Breweries|3.5|1.20000004768372|6.30000019073486|7446.8|32.5626663859234|2.7754392260237|2.90000009536743|BB
COO|Cooper Companies, Inc.|12/29/2017|10632.544|35|Healthcare|3520|Healthcare Equipment|352020|Other Medical Devices|35202015|Specialized Medical Devices|3520201515|System-Specific Specialized Medical Devices|352020151535|Ophthalmology Devices|6|3.79999995231628|6.69999980926514|2149.8|43.125|9.3051208366128|5|BBB
GLW|Corning Inc|12/29/2017|27447.42|45|Non-Energy Materials|4515|Mining and Mineral Products|451515|Minerals|45151510|Nonmetallic Minerals Products|4515151020|Industrial Glass Products Manufacturing|451515102010|Industrial Glass Products Manufacturing|6.90000009536743|3|5.30000019073486|10116|11.3016759776536|7.77754101853825|7.19999980926514|AA
COST|Costco Wholesale Corporation|12/29/2017|81741.1122|50|Consumer Non-Cyclicals|5010|Food and Staples Retail|501015|General Merchandise Retail|50101530|Warehouse Clubs and Superstores|5010153010|Warehouse Club Stores and Superstores|501015301010|Warehouse Club Stores and Superstores|4|4.80000019073486|2.70000004768372|132735|292.615498359176|10.9842973962775|1.60000002384186|B
COTY|Coty Inc. Class A|12/29/2017|14913.522|50|Consumer Non-Cyclicals|5020|Household Products|502020|Personal Care and Cleaning Products|50202025|General Personal Care and Cleaning Products Makers|5020202510|General Personal Care and Cleaning Products Makers|502020251010|General Personal Care and Cleaning Products Makers|3.59999990463257|5.80000019073486|2.70000004768372|9148.1|11.897790914748|69.4437755839153|1.79999995231628|B
CCI|Crown Castle International Corp|12/29/2017|45101.21750973|30|Finance|3025|Real Estate|302520|Real Estate Investment Trusts (REITs)|30252015|Equity REITs|3025201510|Equity REITs|302520151025|Industrial and Warehouse Equity REITs|6.19999980926514|4.19999980926514|3.59999990463257|4355.663|11.3188082072747|11.0791398096258|1.5|B
CSRA|CSRA, Inc.|12/29/2017|4901.70384|10|Business Services|1010|Business Services|101015|Other Professional Services|10101510|Administrative Services|1010151015|Administrative Software and Services|101015101510|Government IT Services|3.29999995231628|6.80000019073486|2.59999990463257|5064|30.3058797835424|0.591151792524795|3.09999990463257|BB
CSX|CSX Corporation|12/29/2017|48950.7084609|40|Industrials|4015|Industrial Services|401510|Cargo Transportation and Infrastructure Services|40151020|Road and Rail Transportation Operators|4015102010|Rail Transportation|401510201025|United States Class I Railroad Transportation|4.90000009536743|5.30000019073486|3.59999990463257|11408|12.4814004376368|3.06260728159725|4.40000009536743|BBB
CMI|Cummins Inc.|12/29/2017|29269.248|40|Industrials|4010|Industrial Manufacturing|401025|Transportation Equipment Manufacturing|40102510|Commercial Transportation Equipment Manufacturing|4010251010|Commercial/Public Service Vehicle Component Makers|401025101010|Commercial/Public Service Vehicle Component Makers|5.90000009536743|3.90000009536743|9.60000038146973|20428|122.125272682723|16.5582563049184|9.5|AAA
CVS|CVS Health Corporation|12/29/2017|73515|50|Consumer Non-Cyclicals|5010|Food and Staples Retail|501020|Health and Personal Care Retail|50102015|Pharmacies and Drug Retailers|5010201510|Pharmacies and Drug Stores|501020151010|Pharmacies and Drug Stores|4.80000019073486|3|3.5|184765|180.4345703125|4.07771256041369|2.79999995231628|B
DHI|D.R. Horton, Inc.|12/29/2017|19186.69084362|30|Finance|3025|Real Estate|302510|Home Builders and Manufactured Buildings|30251010|Home Builders|3025101010|Home Builders|302510101010|Home Builders|3.79999995231628|4.40000009536743|1.70000004768372|14519.5|37.1892319873318|14.8213170110634|2.5|B
DHR|Danaher Corporation|12/29/2017|64658.412|35|Healthcare|3520|Healthcare Equipment|352015|General Medical Devices|35201515|Diversified Medical Devices and Instruments|3520151510|Diversified Medical Devices and Instruments|352015151010|Diversified Medical Devices and Instruments|7.90000009536743|3.20000004768372|4.19999980926514|18329.7|25.9590709531228|8.57283324645785|1.79999995231628|B
DRI|Darden Restaurants, Inc.|12/29/2017|11861.71710834|15|Consumer Services|1510|Hospitality Services|151010|Hospitality Services|15101025|Restaurants and Bars|1510102510|Full-Service Restaurants and Bars|151010251010|United States Full-Service Restaurants and Bars|6.19999980926514|5.90000009536743|3.90000009536743|7630.9|56.9063492063492|9.09701769936807|5|BBB
DVA|DaVita Inc.|12/29/2017|13182.8995855|35|Healthcare|3515|Healthcare Services|351515|Patient Care|35151530|Other Ambulatory and Outpatient Patient Care|3515153030|Specialized Ambulatory and Outpatient Patient Care|351515303010|Specialized Patient Care|7.19999980926514|3|5.40000009536743|13212.472|56.8420035914255|-10.3941816623212|5.09999990463257|BBB
DE|Deere & Company|12/29/2017|50371.38217602|40|Industrials|4010|Industrial Manufacturing|401020|Machinery Manufacturing|40102025|Natural Resource and Construction Machinery Makers|4010202510|Agriculture and Farming Machinery Manufacturing|401020251010|Agriculture and Farming Machinery Manufacturing|5.09999990463257|4|7.80000019073486|29465.7|91.0785648004949|10.9234302062942|6.80000019073486|A
DAL|Delta Air Lines, Inc.|12/29/2017|39603.086824|40|Industrials|4015|Industrial Services|401530|Passenger Transportation|40153010|Air Passenger Transportation|4015301030|United States Air Passenger Service Providers|401530103010|United States Air Passenger Service Providers|4.40000009536743|6.69999980926514|4.69999980926514|41201|57.0318118948824|4.03767486490581|6.40000009536743|A
XRAY|DENTSPLY SIRONA, Inc.|12/29/2017|14930.244|35|Healthcare|3520|Healthcare Equipment|352020|Other Medical Devices|35202015|Specialized Medical Devices|3520201510|Other Specialized Medical Devices|352020151015|Dental Devices|7.30000019073486|4.09999990463257|5.40000009536743|3993.4|17.40802092415|6.62430245908205|4.40000009536743|BBB
DVN|Devon Energy Corporation|12/29/2017|21735|25|Energy|2510|Upstream Energy|251015|Fossil Fuel Exploration and Production|25101510|Americas Fossil Fuel Exploration and Production|2510151020|US Southern Fossil Fuel Exploration/Production|251015102010|Gulf Coast Fossil Fuel Exploration/Production|3|6.09999990463257|5|13793|26.3728489483748|30.9627800987467|5.59999990463257|BBB
DLR|Digital Realty Trust, Inc.|12/29/2017|23403.06717|30|Finance|3025|Real Estate|302520|Real Estate Investment Trusts (REITs)|30252015|Equity REITs|3025201510|Equity REITs|302520151025|Industrial and Warehouse Equity REITs|10|5.09999990463257|3|2453.343|14.0270883978692|15.2402609054279|4.59999990463257|BBB
DFS|Discover Financial Services|12/29/2017|27531.2213994|30|Finance|3030|Specialty Finance and Services|303010|Specialty Finance|30301015|Consumer Finance Services|3030101520|Credit Cards|303010152010|Credit Cards|8|6.19999980926514|3.5|11545|30.8743315508021|9.99428353658537|4.09999990463257|BB
DISCA|Discovery, Inc. Class A|12/29/2017|8504.4|@NA|@NA|@NA|@NA|@NA|@NA|@NA|@NA|@NA|@NA|@NA|@NA|6|3.20000004768372|9.5|6898|17.9635416666667|5.73267933782955|4.90000009536743|BBB
DISCK|Discovery, Inc. Class C|12/29/2017|8044.6|@NA|@NA|@NA|@NA|@NA|@NA|@NA|@NA|@NA|@NA|@NA|@NA|6|3.20000004768372|9.5|6898|17.9635416666667|5.73267933782955|4.90000009536743|BBB
DISH|DISH Network Corporation Class A|12/29/2017|22273.88897225|60|Telecommunications|6010|Telecommunications|601010|Other Telecommunications Services|60101025|Other United States Telecommunications Services|6010102510|Other United States Telecommunications Services|601010251015|United States Video and Television Services|8|1.5|3.90000009536743|14391.375|27.5382417775873|-5.39646793759419|0|CCC
DG|Dollar General Corporation|12/29/2017|25258.13015697|50|Consumer Non-Cyclicals|5010|Food and Staples Retail|501015|General Merchandise Retail|50101515|Discount Stores|5010151510|General Discount Stores|501015151010|General Discount Stores|2.5|8.19999980926514|1.79999995231628|23350.782|77.8945656679456|9.81218747486983|1.79999995231628|B
DLTR|Dollar Tree, Inc.|12/29/2017|25443.201|50|Consumer Non-Cyclicals|5010|Food and Staples Retail|501015|General Merchandise Retail|50101515|Discount Stores|5010151510|General Discount Stores|501015151010|General Discount Stores|2.90000009536743|2.59999990463257|2.59999990463257|21520.2|87.4966216216216|5.2383979656707|1.79999995231628|B
D|Dominion Energy Inc|12/29/2017|52283.7|65|Utilities|6510|Utilities|651010|Energy Utilities|65101010|Electric Utilities|6510101020|United States Regional Electric Utilities|651010102020|United States South Atlantic Electric Utilities|4.69999980926514|4.19999980926514|3.79999995231628|12506|19.6619496855346|9.66327604349351|5.19999980926514|BBB
DOV|Dover Corporation|12/29/2017|15635.61445907|40|Industrials|4010|Industrial Manufacturing|401020|Machinery Manufacturing|40102030|Other Machinery Manufacturing|4010203015|General Machinery Manufacturing|401020301510|General Machinery Manufacturing|4.40000009536743|5.80000019073486|4|7830.436|49.6401511309463|15.2493648391559|4|BB
DWDP|DowDuPont Inc.|12/29/2017|165752.61844218|45|Non-Energy Materials|4510|Chemical, Plastic and Rubber Materials|451020|Specialty and Performance Chemicals|45102030|Other Specialty/Performance Chemical Manufacturing|4510203010|Diversified Specialty/Performance Chemicals Makers|451020301010|Diversified Specialty/Performance Chemicals Makers|5.30000019073486|3.79999995231628|3|62358|39.030098241662|29.5427633629017|5.30000019073486|BBB
DPS|Dr Pepper Snapple Group, Inc.|12/29/2017|17445.85829768|50|Consumer Non-Cyclicals|5015|Food and Tobacco Production|501515|Food and Beverage Production|50151510|Beverages Production|5015151020|Non-Alcoholic Beverage Production|501515102030|Juices, Soft Drinks and Energy Drinks Production|4.19999980926514|5.80000019073486|5.5|6690|36.5973741794311|3.88198757763975|4.5|BBB
DTE|DTE Energy Company|12/29/2017|19635.69740782|65|Utilities|6510|Utilities|651010|Energy Utilities|65101010|Electric Utilities|6510101020|United States Regional Electric Utilities|651010102010|United States Midwest Electric Utilities|5.40000009536743|6.59999990463257|2.70000004768372|12424|69.5530726256983|15.7120238427866|5.69999980926514|BBB
DUK|Duke Energy Corporation|12/29/2017|58877|65|Utilities|6510|Utilities|651010|Energy Utilities|65101010|Electric Utilities|6510101015|Other United States Electric Utilities|651010101515|Other United States Electric Utilities|5.80000019073486|4.09999990463257|2.29999995231628|23565|33.6642857142857|7.20134655627331|4.80000019073486|BBB
DRE|Duke Realty Corporation|12/29/2017|9696.58281|30|Finance|3025|Real Estate|302520|Real Estate Investment Trusts (REITs)|30252015|Equity REITs|3025201510|Equity REITs|302520151025|Industrial and Warehouse Equity REITs|4.80000019073486|6|4|780.934|2.19766866613073|1.19303847085823|4.59999990463257|BBB
DXC|DXC Technology Co.|12/29/2017|27098.9775173|55|Technology|5520|Software and Consulting|552020|Technology Consulting Services|55202020|Information Technology Consulting|5520202010|Information Technology Consulting|552020201025|General Information Technology (IT) Consulting|5.09999990463257|3.79999995231628|4|20151|54.1847709950851|167.787375415282|5.40000009536743|BBB
ETFC|E*TRADE Financial Corporation|12/29/2017|13226.65806117|30|Finance|3020|Investment Services|302010|Investment Services|30201025|Securities Sales and Trading Services|3020102510|Brokerage Services|302010251035|Retail Brokerage Services|2.20000004768372|5.80000019073486|3.09999990463257|2464|8.98116288563597|20.9621993127148|3.5|BB
EMN|Eastman Chemical Company|12/29/2017|13239.72721584|45|Non-Energy Materials|4510|Chemical, Plastic and Rubber Materials|451020|Specialty and Performance Chemicals|45102035|Specialty/Performance Fibers and Polymer Products|4510203510|Fibers, Polymers and Resins Manufacturing|451020351010|Multi-Type Fibers and Polymers Manufacturing|4|4.69999980926514|2.5|9514|65.119780971937|6.36109558412521|3.09999990463257|BB
ETN|Eaton Corp. Plc|12/29/2017|34756.499|40|Industrials|4010|Industrial Manufacturing|401015|Electrical Equipment and Power Systems|40101515|Other Electrical Equipment/Power Systems Makers|4010151510|Diversified Electrical and Power System Makers|401015151010|Diversified Electrical/Power System Manufacturing|5.69999980926514|6|3.40000009536743|20404|45.6465324384788|3.32708765888489|5.19999980926514|BBB
EBAY|eBay Inc.|12/29/2017|38834.46|50|Consumer Non-Cyclicals|5010|Food and Staples Retail|501015|General Merchandise Retail|50101520|General Merchandise Retailers|5010152010|General Merchandise Retailers|501015201010|General Merchandise Retailers|10|6.69999980926514|1.60000002384186|9595|9.01785714285714|6.8604521661655|3.20000004768372|BB
ECL|Ecolab Inc.|12/29/2017|38821.33303564|45|Non-Energy Materials|4510|Chemical, Plastic and Rubber Materials|451020|Specialty and Performance Chemicals|45102025|Cleaning and Sanitizing Agent Products|4510202515|Soaps, Detergents and Biocides Manufacturing|451020251510|Soaps, Detergents and Biocides Manufacturing|8.5|4.19999980926514|4.19999980926514|13839.1|47.0690476190476|5.21790037102367|10|AAA
EIX|Edison International|12/29/2017|20604.30066744|65|Utilities|6510|Utilities|651010|Energy Utilities|65101010|Electric Utilities|6510101020|United States Regional Electric Utilities|651010102025|United States West Electric Utilities|6.80000019073486|6.69999980926514|0.899999976158142|12320|37.5609756097561|3.80856083586114|6.30000019073486|A
EW|Edwards Lifesciences Corporation|12/29/2017|23635.287|35|Healthcare|3520|Healthcare Equipment|352015|General Medical Devices|35201510|System-Specific General Medical Devices|3520151010|Cardiology Medical Devices|352015101015|Cardiology Surgical Devices|10|5.69999980926514|5.40000009536743|3435.3|15.9115331171839|15.9125417552384|6.90000009536743|A
EA|Electronic Arts Inc.|12/29/2017|32253.42|55|Technology|5520|Software and Consulting|552015|Software|55201520|Games Software|5520152010|Console Games Software|552015201010|Console Games Software|8|6.59999990463257|2.20000004768372|5063|15.312101910828|9.96959165942659|4.09999990463257|BB
LLY|Eli Lilly and Company|12/29/2017|92906.67568|35|Healthcare|3510|Biopharmaceuticals|351015|Other Biopharmaceuticals|35101540|Diversified Biopharmaceuticals|3510154010|Diversified Biopharmaceuticals|351015401010|Diversified Biopharmaceuticals|6.09999990463257|4.69999980926514|4.90000009536743|22871.3|21.7403041568483|7.77114423172071|6.5|A
EMR|Emerson Electric Co.|12/29/2017|44198.89940136|40|Industrials|4010|Industrial Manufacturing|401020|Machinery Manufacturing|40102020|Industrial Machine Parts and Support Equipment|4010202025|Monitoring and Control Sensor/Instrument Products|401020202510|Monitoring and Control Sensor/Instrument Products|5|5|4.80000019073486|15864|23.7239664283494|10.159016734949|2.70000004768372|B
ETR|Entergy Corporation|12/29/2017|14692.33177767|65|Utilities|6510|Utilities|651010|Energy Utilities|65101010|Electric Utilities|6510101020|United States Regional Electric Utilities|651010102030|US West South Central Electric Utilities|5.30000019073486|5.90000009536743|7.30000019073486|10859.875|60.1535507401844|0.811729421916976|6.09999990463257|A
