Symbol,Name,Date,mkt_val,rbics_econn,rbics_econ,rbics_sectn,rbics_sect,rbics_subsectn,rbics_subsect,rbics_indgrpn,rbics_indgrp,rbics_indn,rbics_ind,rbics_subindn,rbics_subind,msci_esg_env,msci_esg_gov,msci_esg_social,sales_total,sales_ps,sales_growth
CMCSA,Comcast Corporation Class A,12/30/2016,164049.1069,60,Telecommunications,6010,Telecommunications,601010,Other Telecommunications Services,60101025,Other United States Telecommunications Services,6010102510,Other United States Telecommunications Services,6.0101E+11,General United States Telecommunications Services,8,4,1.899999976,80403,16.48954061,7.909005503
CMA,Comerica Incorporated,12/30/2016,11940.61393,30,Finance,3010,Banking,301020,United States Banks,30102010,United States Commercial Banks,3010201010,Other United States Commercial Banks,3.0102E+11,Other United States Commercial Banks,3.799999952,6.099999905,4.800000191,2914,16.59887006,4.369627507
CAG,"Conagra Brands, Inc.",12/30/2016,17212.65082,50,Consumer Non-Cyclicals,5015,Food and Tobacco Production,501515,Food and Beverage Production,50151515,Food Production,5015151520,General Food Manufacturing and Processing,5.01515E+11,General Food Manufacturing and Processing,3.900000095,4.5,4.599999905,9008.2,19.75849487,-30.10776882
CXO,Concho Resources Inc.,12/30/2016,19367.42035,25,Energy,2510,Upstream Energy,251015,Fossil Fuel Exploration and Production,25101510,Americas Fossil Fuel Exploration and Production,2510151020,US Southern Fossil Fuel Exploration/Production,2.51015E+11,Permian Basin Fossil Fuel Exploration/Production,1.799999952,4.699999809,2.799999952,1634.988,12.13304145,-9.347278985
COP,ConocoPhillips,12/30/2016,62036.68451,25,Energy,2510,Upstream Energy,251015,Fossil Fuel Exploration and Production,25101510,Americas Fossil Fuel Exploration and Production,2510151015,Pan-US Fossil Fuel Exploration/Production,2.51015E+11,Pan-US Fossil Fuel Exploration/Production,4.199999809,4.699999809,5.800000191,23848,19.18277878,-19.01382144
ED,"Consolidated Edison, Inc.",12/30/2016,22472.4,65,Utilities,6510,Utilities,651010,Energy Utilities,65101010,Electric Utilities,6510101020,United States Regional Electric Utilities,6.5101E+11,United States Northeast Electric Utilities,7.199999809,4.099999905,5,12062,39.96687645,-3.827140807
STZ,"Constellation Brands, Inc. Class A",12/30/2016,30154.9496,50,Consumer Non-Cyclicals,5015,Food and Tobacco Production,501515,Food and Beverage Production,50151510,Beverages Production,5015151010,Alcoholic Beverage Production,5.01515E+11,Breweries,4.199999809,1.299999952,6.599999905,7245.7,29.11437386,13.90998129
COO,"Cooper Companies, Inc.",12/30/2016,8533.904422,35,Healthcare,3520,Healthcare Equipment,352020,Other Medical Devices,35202015,Specialized Medical Devices,3520201515,System-Specific Specialized Medical Devices,3.5202E+11,Ophthalmology Devices,6,3.5,7.099999905,1966.788,40.13877551,9.444698872
GLW,Corning Inc,12/30/2016,22474.02,45,Non-Energy Materials,4515,Mining and Mineral Products,451515,Minerals,45151510,Nonmetallic Minerals Products,4515151020,Industrial Glass Products Manufacturing,4.51515E+11,Industrial Glass Products Manufacturing,6.400000095,4.5,5.099999905,9386,8.204545455,3.24496755
COST,Costco Wholesale Corporation,12/30/2016,70343.20773,50,Consumer Non-Cyclicals,5010,Food and Staples Retail,501015,General Merchandise Retail,50101530,Warehouse Clubs and Superstores,5010153010,Warehouse Club Stores and Superstores,5.01015E+11,Warehouse Club Stores and Superstores,3.900000095,4.800000191,2.200000048,119598,269.0436316,2.612545366
COTY,Coty Inc. Class A,12/30/2016,13677.57,50,Consumer Non-Cyclicals,5020,Household Products,502020,Personal Care and Cleaning Products,50202020,Personal Care Fragrance Products,5020202010,Personal Care Fragrance Products,5.0202E+11,Personal Care Fragrance Products,3.900000095,2.400000095,3.599999905,5398.9,12.26312818,26.52386867
CCI,Crown Castle International Corp,12/30/2016,31283.7659,30,Finance,3025,Real Estate,302520,Real Estate Investment Trusts (REITs),30252015,Equity REITs,3025201510,Equity REITs,3.0252E+11,Land Equity REITs,5.5,5.800000191,3,3921.225,11.46631209,5.853717531
CSRA,"CSRA, Inc.",12/30/2016,5189.540945,10,Business Services,1010,Business Services,101015,Other Professional Services,10101510,Administrative Services,1010151015,Administrative Software and Services,1.01015E+11,Government IT Services,3.599999905,6.400000095,4.199999809,5034.24,26.03916538,-
CSX,CSX Corporation,12/30/2016,33349.49745,40,Industrials,4015,Industrial Services,401510,Cargo Transportation and Infrastructure Services,40151020,Road and Rail Transportation Operators,4015102010,Rail Transportation,4.0151E+11,United States Class I Railroad Transportation,6.099999905,4.800000191,3.799999952,11069,11.67616034,-6.282279231
CMI,Cummins Inc.,12/30/2016,22987.894,40,Industrials,4010,Industrial Manufacturing,401025,Transportation Equipment Manufacturing,40102510,Commercial Transportation Equipment Manufacturing,4010251010,Commercial/Public Service Vehicle Component Makers,4.01025E+11,Commercial/Public Service Vehicle Component Makers,5.900000095,5.199999809,9.800000191,17526,103.5570476,-8.260050251
CVS,CVS Health Corporation,12/30/2016,83723.51,50,Consumer Non-Cyclicals,5010,Food and Staples Retail,501020,Health and Personal Care Retail,50102015,Pharmacies and Drug Retailers,5010201510,Pharmacies and Drug Stores,5.0102E+11,Pharmacies and Drug Stores,4.800000191,2.700000048,3.299999952,177526,164.5282669,15.81055516
DHI,"D.R. Horton, Inc.",12/30/2016,10203.32218,30,Finance,3025,Real Estate,302510,Home Builders and Manufactured Buildings,30251010,Home Builders,3025101010,Home Builders,3.0251E+11,Home Builders,3.900000095,4.5,3.400000095,12645.3,32.41109038,15.61205738
DHR,Danaher Corporation,12/30/2016,53880.848,35,Healthcare,3520,Healthcare Equipment,352015,General Medical Devices,35201515,Diversified Medical Devices and Instruments,3520151510,Diversified Medical Devices and Instruments,3.52015E+11,Diversified Medical Devices and Instruments,7.900000095,3.700000048,3.299999952,16882.4,24.12460703,-19.25619123
DRI,"Darden Restaurants, Inc.",12/30/2016,9029.28389,15,Consumer Services,1510,Hospitality Services,151010,Hospitality Services,15101025,Restaurants and Bars,1510102510,Full-Service Restaurants and Bars,1.5101E+11,United States Full-Service Restaurants and Bars,6.400000095,6.599999905,3.599999905,6994.6,53.62335654,1.297610427
DVA,DaVita Inc.,12/30/2016,12490.39832,35,Healthcare,3515,Healthcare Services,351515,Patient Care,35151530,Other Ambulatory and Outpatient Patient Care,3515153030,Specialized Ambulatory and Outpatient Patient Care,3.51515E+11,Specialized Patient Care,7.199999809,3.799999952,4.699999809,14745.105,52.25585016,6.989402066
DE,Deere & Company,12/30/2016,32433.67658,40,Industrials,4010,Industrial Manufacturing,401020,Machinery Manufacturing,40102025,Natural Resource and Construction Machinery Makers,4010202510,Agriculture and Farming Machinery Manufacturing,4.0102E+11,Agriculture and Farming Machinery Manufacturing,4.900000095,2.700000048,8.300000191,26564,84.09349337,-7.785981831
APTV,Delphi Automotive PLC,12/30/2016,18170.35374,20,Consumer Cyclicals,2020,Consumer Vehicles and Parts,202010,Consumer Vehicles and Parts,20201010,Consumer Vehicle Parts Manufacturing,2020101010,Automobile Comfort/Safety/Electronics Parts Makers,2.0201E+11,Auto Interior Comfort/Safety/Electronics Products,6.599999905,8.600000381,2.099999905,16661,44.8447205,9.86482031
DAL,"Delta Air Lines, Inc.",12/30/2016,35944.98791,40,Industrials,4015,Industrial Services,401530,Passenger Transportation,40153010,Air Passenger Transportation,4015301030,United States Air Passenger Service Providers,4.0153E+11,United States Air Passenger Service Providers,4.800000191,6.099999905,4.599999905,39602,52.45298013,-2.231768133
XRAY,"DENTSPLY SIRONA, Inc.",12/30/2016,13283.673,35,Healthcare,3520,Healthcare Equipment,352020,Other Medical Devices,35202015,Specialized Medical Devices,3520201510,Other Specialized Medical Devices,3.5202E+11,Dental Devices,7.199999809,5.599999905,4.599999905,3745.3,16.90117329,40.04650144
DVN,Devon Energy Corporation,12/30/2016,23885.41,25,Energy,2510,Upstream Energy,251015,Fossil Fuel Exploration and Production,25101510,Americas Fossil Fuel Exploration and Production,2510151020,US Southern Fossil Fuel Exploration/Production,2.51015E+11,Gulf Coast Fossil Fuel Exploration/Production,2.200000048,6.300000191,4.5,10532,20.74556213,-16.63104567
DLR,"Digital Realty Trust, Inc.",12/30/2016,15625.21853,30,Finance,3025,Real Estate,302520,Real Estate Investment Trusts (REITs),30252015,Equity REITs,3025201510,Equity REITs,3.0252E+11,Industrial and Warehouse Equity REITs,8.300000191,6.199999809,2.900000095,2128.894,14.12860637,21.38341794
DFS,Discover Financial Services,12/30/2016,28026.14217,30,Finance,3030,Specialty Finance and Services,303010,Specialty Finance,30301015,Consumer Finance Services,3030101520,Credit Cards,3.0301E+11,Credit Cards,8,6.400000095,3.099999905,10496,25.85221675,5.551086082
DISCA,"Discovery, Inc. Class A",12/30/2016,13239.03,15,Consumer Services,1515,Media and Publishing Services,151510,Media and Publishing Services,15151015,Entertainment and Programming Providers,1515101515,Television Cable and Broadcast Networks,1.5151E+11,Global Mixed TV Cable and Broadcast Networks,8,3.099999905,8.600000381,6524,10.69508197,2.289118846
DISCK,"Discovery, Inc. Class C",12/30/2016,12934.74,15,Consumer Services,1515,Media and Publishing Services,151510,Media and Publishing Services,15151015,Entertainment and Programming Providers,1515101515,Television Cable and Broadcast Networks,1.5151E+11,Global Mixed TV Cable and Broadcast Networks,8,3.099999905,8.600000381,6524,10.69508197,2.289118846
DG,Dollar General Corporation,12/30/2016,20462.89374,50,Consumer Non-Cyclicals,5010,Food and Staples Retail,501015,General Merchandise Retail,50101515,Discount Stores,5010151510,General Discount Stores,5.01015E+11,General Discount Stores,2.599999905,6.800000191,2.400000095,21264.29,68.99662275,6.211611262
DLTR,"Dollar Tree, Inc.",12/30/2016,18214.48,50,Consumer Non-Cyclicals,5010,Food and Staples Retail,501015,General Merchandise Retail,50101515,Discount Stores,5010151510,General Discount Stores,5.01015E+11,General Discount Stores,2.900000095,4.599999905,3,20449,69.34407159,62.18166821
D,Dominion Energy Inc,12/30/2016,48098.52,65,Utilities,6510,Utilities,651010,Energy Utilities,65101010,Electric Utilities,6510101020,United States Regional Electric Utilities,6.5101E+11,United States South Atlantic Electric Utilities,5.699999809,5.199999809,4,11404,18.48484848,-0.670673286
DOV,Dover Corporation,12/30/2016,11646.24619,40,Industrials,4010,Industrial Manufacturing,401020,Machinery Manufacturing,40102030,Other Machinery Manufacturing,4010203015,General Machinery Manufacturing,4.0102E+11,General Machinery Manufacturing,4.400000095,5.699999809,3.900000095,6794.342,43.37663117,-2.32837491
DWDP,Dow Chemical Co.,12/30/2016,69301.04943,45,Non-Energy Materials,4510,"Chemical, Plastic and Rubber Materials",451020,Specialty and Performance Chemicals,45102030,Other Specialty/Performance Chemical Manufacturing,4510203010,Diversified Specialty/Performance Chemicals Makers,4.5102E+11,Diversified Specialty/Performance Chemicals Makers,-,-,-,48137,42.8454416,-1.273637147
DPS,"Dr Pepper Snapple Group, Inc.",12/30/2016,16603.47616,50,Consumer Non-Cyclicals,5015,Food and Tobacco Production,501515,Food and Beverage Production,50151510,Beverages Production,5015151020,Non-Alcoholic Beverage Production,5.01515E+11,"Juices, Soft Drinks and Energy Drinks Production",4.099999905,6.5,6,6440,34.51232583,2.809706258
DTE,DTE Energy Company,12/30/2016,17675.90355,65,Utilities,6510,Utilities,651010,Energy Utilities,65101010,Electric Utilities,6510101020,United States Regional Electric Utilities,6.5101E+11,United States Midwest Electric Utilities,5.300000191,6.300000191,4.300000191,10737,59.98324022,3.699053506
DUK,Duke Energy Corporation,12/30/2016,54334,65,Utilities,6510,Utilities,651010,Energy Utilities,65101010,Electric Utilities,6510101020,United States Regional Electric Utilities,6.5101E+11,United States South Atlantic Electric Utilities,5.800000191,5.300000191,3.700000048,21982,32.9276411,-6.128026647
DNB,Dun & Bradstreet Corporation,12/30/2016,4464.576,10,Business Services,1010,Business Services,101015,Other Professional Services,10101510,Administrative Services,1010151030,Other Business Administrative Services,1.01015E+11,Credit and Information Bureaus,7.900000095,6.300000191,3.900000095,1703.7,46.29619565,2.812141693
ETFC,E*TRADE Financial Corporation,12/30/2016,9492.83233,30,Finance,3020,Investment Services,302010,Investment Services,30201025,Securities Sales and Trading Services,3020102510,Brokerage Services,3.0201E+11,Retail Brokerage Services,2.200000048,5.199999809,3.799999952,2037,7.299819386,34.36675462
DD,E. I. du Pont de Nemours and Company,12/30/2016,63344.4202,45,Non-Energy Materials,4510,"Chemical, Plastic and Rubber Materials",451020,Specialty and Performance Chemicals,45102030,Other Specialty/Performance Chemical Manufacturing,4510203010,Diversified Specialty/Performance Chemicals Makers,4.5102E+11,Diversified Specialty/Performance Chemicals Makers,5.900000095,4.599999905,2.700000048,24003,26.44931337,-14.06630388
EMN,Eastman Chemical Company,12/30/2016,11013.61146,45,Non-Energy Materials,4510,"Chemical, Plastic and Rubber Materials",451020,Specialty and Performance Chemicals,45102035,Specialty/Performance Fibers and Polymer Products,4510203510,"Fibers, Polymers and Resins Manufacturing",4.5102E+11,Multi-Type Fibers and Polymers Manufacturing,3.900000095,5.5,3,8945,60.27628032,-6.638137981
ETN,Eaton Corp. Plc,12/30/2016,30150.246,40,Industrials,4010,Industrial Manufacturing,401015,Electrical Equipment and Power Systems,40101515,Other Electrical Equipment/Power Systems Makers,4010151510,Diversified Electrical and Power System Makers,4.01015E+11,Diversified Electrical/Power System Manufacturing,6.599999905,5.900000095,2.900000095,19747,43.25739321,-5.31287461
EBAY,eBay Inc.,12/30/2016,32273.03,50,Consumer Non-Cyclicals,5010,Food and Staples Retail,501015,General Merchandise Retail,50101520,General Merchandise Retailers,5010152010,General Merchandise Retailers,5.01015E+11,General Merchandise Retailers,3.099999905,6.5,2.400000095,8979,7.848776224,-31.64585871
ECL,Ecolab Inc.,12/30/2016,34207.73517,45,Non-Energy Materials,4510,"Chemical, Plastic and Rubber Materials",451020,Specialty and Performance Chemicals,45102025,Cleaning and Sanitizing Agent Products,4510202515,"Soaps, Detergents and Biocides Manufacturing",4.5102E+11,"Soaps, Detergents and Biocides Manufacturing",8.600000381,3.099999905,4.199999809,13152.8,44.33029997,-2.896250305
EIX,Edison International,12/30/2016,23455.14872,65,Utilities,6510,Utilities,651010,Energy Utilities,65101010,Electric Utilities,6510101020,United States Regional Electric Utilities,6.5101E+11,United States West Electric Utilities,7.199999809,4.699999809,1.5,11868,35.96666667,2.985074627
EW,Edwards Lifesciences Corporation,12/30/2016,19826.92,35,Healthcare,3520,Healthcare Equipment,352015,General Medical Devices,35201510,System-Specific General Medical Devices,3520151010,Cardiology Medical Devices,3.52015E+11,Cardiology Surgical Devices,10,6.5,5.300000191,2963.7,13.60743802,18.84749569
EA,Electronic Arts Inc.,12/30/2016,23706.76,55,Technology,5520,Software and Consulting,552015,Software,55201520,Games Software,5520152010,Console Games Software,5.52015E+11,Console Games Software,8,7.099999905,2.799999952,4604,13.25151515,8.227550541
LLY,Eli Lilly and Company,12/30/2016,80969.35625,35,Healthcare,3510,Biopharmaceuticals,351015,Other Biopharmaceuticals,35101540,Diversified Biopharmaceuticals,3510154010,Diversified Biopharmaceuticals,3.51015E+11,Diversified Biopharmaceuticals,5.5,4.199999809,4,21222.1,19.98643844,6.330071598
EMR,Emerson Electric Co.,12/30/2016,35941.73477,40,Industrials,4010,Industrial Manufacturing,401020,Machinery Manufacturing,40102020,Industrial Machine Parts and Support Equipment,4010202025,Monitoring and Control Sensor/Instrument Products,4.0102E+11,Monitoring and Control Sensor/Instrument Products,5.5,4.699999809,3.799999952,14401,22.45207174,-28.18889
ENDP,Endo International Plc,12/30/2016,3672.055262,35,Healthcare,3510,Biopharmaceuticals,351015,Other Biopharmaceuticals,35101540,Diversified Biopharmaceuticals,3510154010,Diversified Biopharmaceuticals,3.51015E+11,Diversified Biopharmaceuticals,4.5,5.300000191,2.400000095,4010.274,18.01147985,22.68644771
ETR,Entergy Corporation,12/30/2016,13160.63885,65,Utilities,6510,Utilities,651010,Energy Utilities,65101010,Electric Utilities,6510101020,United States Regional Electric Utilities,6.5101E+11,US West South Central Electric Utilities,5.400000095,5,6,10772.432,59.05298949,-4.551510656
EVHC,Envision Healthcare Corp.,12/30/2016,7435.18262,35,Healthcare,3515,Healthcare Services,351510,Healthcare Support Services,35151015,Healthcare Administrative Support Services,3515101510,Healthcare Business Management Services,3.5151E+11,Physician Practice Management (PPM),4.5,4.199999809,6.099999905,3696,59.28443104,43.98780779
EOG,"EOG Resources, Inc.",12/30/2016,58304.38183,25,Energy,2510,Upstream Energy,251015,Fossil Fuel Exploration and Production,25101510,Americas Fossil Fuel Exploration and Production,2510151020,US Southern Fossil Fuel Exploration/Production,2.51015E+11,Gulf Coast Fossil Fuel Exploration/Production,2,4.5,3.299999952,7544.405,13.63321852,-13.32556017
EQT,EQT Corporation,12/30/2016,11302.8858,25,Energy,2510,Upstream Energy,251015,Fossil Fuel Exploration and Production,25101510,Americas Fossil Fuel Exploration and Production,2510151015,Pan-US Fossil Fuel Exploration/Production,2.51015E+11,Eastern Region Fossil Fuel Exploration/Production,2.099999905,6.099999905,5,1802.184,10.79294278,1.120119222
EFX,Equifax Inc.,12/30/2016,14175.777,10,Business Services,1010,Business Services,101015,Other Professional Services,10101510,Administrative Services,1010151030,Other Business Administrative Services,1.01015E+11,Credit and Information Bureaus,6,5.199999809,1.799999952,3163.7,25.96944674,18.77534164
EQIX,"Equinix, Inc.",12/30/2016,25522.29605,55,Technology,5520,Software and Consulting,552010,Internet and Data Services,55201020,Internet Hosting Services,5520102010,Colocation and Data Center Services,5.5201E+11,Colocation and Data Center Services,8.300000191,4.099999905,5.300000191,3611.989,51.00526717,32.50789565
EQR,Equity Residential,12/30/2016,23547.45267,30,Finance,3025,Real Estate,302520,Real Estate Investment Trusts (REITs),30252015,Equity REITs,3025201510,Equity REITs,3.0252E+11,Apartment Equity REITs,5,3.299999952,5.199999809,2383.268,6.52891765,-12.46957163
ESS,"Essex Property Trust, Inc.",12/30/2016,15235.25837,30,Finance,3025,Real Estate,302520,Real Estate Investment Trusts (REITs),30252015,Equity REITs,3025201510,Equity REITs,3.0252E+11,Apartment Equity REITs,5.599999905,4.800000191,2.700000048,1304.031,19.6651006,6.678190473
EL,Estee Lauder Companies Inc. Class A,12/30/2016,28005.68497,50,Consumer Non-Cyclicals,5020,Household Products,502020,Personal Care and Cleaning Products,50202025,General Personal Care and Cleaning Products Makers,5020202510,General Personal Care and Cleaning Products Makers,5.0202E+11,General Personal Care and Cleaning Products Makers,8.899999619,0.899999976,4.400000095,11376.3,29.90520446,2.818950869
ES,Eversource Energy,12/30/2016,17501.60318,65,Utilities,6510,Utilities,651010,Energy Utilities,65101010,Electric Utilities,6510101020,United States Regional Electric Utilities,6.5101E+11,United States Northeast Electric Utilities,7.199999809,6.800000191,5.099999905,7639.129,23.98815297,-3.968646462
EXC,Exelon Corporation,12/30/2016,32794.00424,65,Utilities,6510,Utilities,651010,Energy Utilities,65101025,Wholesale Power Generation and Marketing,6510102525,US Other and Mixed Wholesale Power,6.5101E+11,US Mixed Wholesale Power,7.5,4.099999905,7.099999905,32182,34.7162891,12.10115647
EXPE,"Expedia Group, Inc.",12/30/2016,16995.62496,15,Consumer Services,1510,Hospitality Services,151010,Hospitality Services,15101030,Travel Arrangement and Reservation Services,1510103020,Travel Agencies,1.5101E+11,Travel Agencies,5.400000095,0,4.599999905,8773.564,56.78057431,31.49201394
EXPD,"Expeditors International of Washington, Inc.",12/30/2016,9525.22672,40,Industrials,4015,Industrial Services,401515,Delivery and Logistics Services,40151520,Logistics and Supply Chain Service Providers,4015152010,Logistics and Supply Chain Service Providers,4.01515E+11,Logistics and Supply Chain Service Providers,9.199999809,7.300000191,0.899999976,6098.037,33.37659274,-7.837748873
ESRX,Express Scripts Holding Company,12/30/2016,41652.345,35,Healthcare,3515,Healthcare Services,351510,Healthcare Support Services,35151015,Healthcare Administrative Support Services,3515101520,Other Healthcare Administrative Services,3.5151E+11,Pharmacy Benefit Management (PBM),7.699999809,6.099999905,2.200000048,100488,159.1510928,-1.311292515
EXR,Extra Space Storage Inc.,12/30/2016,9723.08397,30,Finance,3025,Real Estate,302520,Real Estate Investment Trusts (REITs),30252015,Equity REITs,3025201510,Equity REITs,3.0252E+11,Self-Storage Equity REITs,5.300000191,2.900000095,1.200000048,973.074,7.726001309,25.67907389
XOM,Exxon Mobil Corporation,12/30/2016,374398.48,25,Energy,2510,Upstream Energy,251015,Fossil Fuel Exploration and Production,25101515,Integrated Oil and Gas Exploration and Production,2510151510,Integrated Oil and Gas Exploration and Production,2.51015E+11,Integrated Oil and Gas Exploration and Production,3.5,4.300000191,6.300000191,197518,48.03160163,-16.59220472
FFIV,"F5 Networks, Inc.",12/30/2016,9376.11936,55,Technology,5515,Hardware,551515,Communications Equipment,55151535,Wide Area Networking Equipment,5515153520,General Carrier Edge and Access Equipment,5.51515E+11,Carrier Edge Network Management Equipment,2.599999905,7.699999809,4.699999809,2021.506,29.34564015,3.852524202
FB,"Facebook, Inc. Class A",12/30/2016,332724.6,55,Technology,5520,Software and Consulting,552010,Internet and Data Services,55201035,Web-Based Data and Services,5520103510,Consumer Content Providers,5.5201E+11,Communication and Collaboration Content Sites,3.400000095,6.300000191,2.599999905,27638,9.448888889,54.16968818
FAST,Fastenal Company,12/30/2016,13584.82719,40,Industrials,4015,Industrial Services,401520,Diversified Industrials Distribution,40152010,Equipment and Supplies Distributors,4015201015,Industrial Machinery and Supplies Distributors,4.0152E+11,Maintenance/Repair/Overhaul Supplies Distributors,3.599999905,6.199999809,7,3962.036,13.70199869,2.39970309
FRT,Federal Realty Investment Trust,12/30/2016,10231.33692,30,Finance,3025,Real Estate,302520,Real Estate Investment Trusts (REITs),30252015,Equity REITs,3025201510,Equity REITs,3.0252E+11,Retail Equity REITs,5.599999905,6,2.900000095,797.791,11.25689313,15.22294548
FDX,FedEx Corporation,12/30/2016,49624.0298,40,Industrials,4015,Industrial Services,401515,Delivery and Logistics Services,40151510,Express Couriers,4015151010,Express Couriers,4.01515E+11,Express Couriers,8,4.699999809,0.600000024,55227,180.5197133,13.72472303
FIS,"Fidelity National Information Services, Inc.",12/30/2016,24809.92,30,Finance,3030,Specialty Finance and Services,303010,Specialty Finance,30301015,Consumer Finance Services,3030101530,Electronic Transaction Processing/Clearinghouses,3.0301E+11,Electronic Payment Processing,7,3.299999952,3.200000048,9240,28.0030303,40.10189229
FITB,Fifth Third Bancorp,12/30/2016,20240.42669,30,Finance,3010,Banking,301020,United States Banks,30102010,United States Commercial Banks,3010201020,United States Midwest and West Commercial Banks,3.0102E+11,United States Midwest Commercial Banks,1.299999952,5.599999905,4,6650,8.346682521,2.291955084
FSLR,"First Solar, Inc.",12/30/2016,3338.474518,40,Industrials,4010,Industrial Manufacturing,401015,Electrical Equipment and Power Systems,40101520,Power Generation and Support Products,4010152015,Renewable Energy/Distributed Power System Makers,4.01015E+11,Photovoltaic and Solar Cells and Systems Providers,7.199999809,5.800000191,2.099999905,2904.563,28.23637548,-18.8037447
FE,FirstEnergy Corp.,12/30/2016,13699.40043,65,Utilities,6510,Utilities,651010,Energy Utilities,65101010,Electric Utilities,6510101020,United States Regional Electric Utilities,6.5101E+11,United States Northeast Electric Utilities,4.900000095,3.900000095,1.399999976,14345,33.60328638,-3.504641464
FISV,"Fiserv, Inc.",12/30/2016,22903.34,30,Finance,3030,Specialty Finance and Services,303010,Specialty Finance,30301015,Consumer Finance Services,3030101530,Electronic Transaction Processing/Clearinghouses,3.0301E+11,Mixed Electronic Transaction Processing,6.699999809,6.599999905,2.700000048,5505,12.29343457,4.777312524
FLIR,"FLIR Systems, Inc.",12/30/2016,4933.925904,40,Industrials,4010,Industrial Manufacturing,401010,Aerospace and Defense Manufacturing,40101020,Diversified Aerospace and Defense Manufacturing,4010102010,Diversified Aerospace and Defense Manufacturing,4.0101E+11,Diversified Aerospace and Defense Manufacturing,3,5,4.5,1662.167,12.00146574,6.749870108
FLS,Flowserve Corporation,12/30/2016,6237.51465,40,Industrials,4010,Industrial Manufacturing,401020,Machinery Manufacturing,40102010,"Air, Liquid and Gas Control Equipment",4010201015,"Other Air, Liquid and Gas Control Equipment Makers",4.0102E+11,Compressor and Pumping Equipment Manufacturing,6.099999905,6.199999809,3.400000095,3996.759,30.4792365,-12.52348734
FLR,Fluor Corporation,12/30/2016,7313.855527,40,Industrials,4015,Industrial Services,401525,Facilities and Construction Services,40152510,Infrastructure Construction/Contracting Services,4015251010,Infrastructure Construction,4.01525E+11,"Process Plants, Utilities and Energy Construction",3.299999952,5.400000095,4.400000095,19036.47,135.0951303,5.092301842
FMC,FMC Corporation,12/30/2016,7561.512395,45,Non-Energy Materials,4510,"Chemical, Plastic and Rubber Materials",451020,Specialty and Performance Chemicals,45102020,Agrochemical Products,4510202015,Other Agrochemicals Manufacturing,4.5102E+11,Pesticide Manufacturing,3.400000095,4.900000095,0,2538.9,18.87124827,-22.51182664
FTI.1,"FMC Technologies, Inc.",12/30/2016,8019.121,25,Energy,2510,Upstream Energy,251020,Support Activities for Oil and Gas Operations,25102015,Oil and Gas Field Support Activities,2510201510,Oil and Gas Field Equipment Manufacturing,2.5102E+11,Oil and Gas Wellhead and Pressure Control Products,8,4.699999809,9,4603.6,19.87007874,-28.78094059
FL,"Foot Locker, Inc.",12/30/2016,9383.101489,20,Consumer Cyclicals,2025,Consumer Retail,202510,Apparel and Accessories Retail,20251025,Footwear Retail,2025102510,Footwear Stores,2.0251E+11,Footwear Stores,3.299999952,5.800000191,3.900000095,7660,52.64204545,4.702022963
F,Ford Motor Company,12/30/2016,49090.11,20,Consumer Cyclicals,2020,Consumer Vehicles and Parts,202010,Consumer Vehicles and Parts,20201015,Consumer Vehicle Manufacturing,2020101510,Car Manufacturers,2.0201E+11,Multi-Type Car Manufacturers,5.5,3.200000048,3.200000048,151800,37.95948987,1.499083967
FTV,Fortive Corp.,12/30/2016,18550.617,40,Industrials,4010,Industrial Manufacturing,401020,Machinery Manufacturing,40102030,Other Machinery Manufacturing,4010203015,General Machinery Manufacturing,4.0102E+11,General Machinery Manufacturing,5.300000191,7.199999809,0.699999988,6224.3,17.92196948,0.736388943
FBHS,"Fortune Brands Home & Security, Inc.",12/30/2016,8201.408193,20,Consumer Cyclicals,2010,Consumer Goods,201020,Household Appliances and Furnishings Production,20102010,Household Appliances and Furnishings Production,2010201010,Household Furnishings Production,2.0102E+11,Cabinets and Countertops Manufacturing,5.599999905,6.199999809,6.099999905,4984.9,31.58998733,8.854871817
BEN,"Franklin Resources, Inc.",12/30/2016,22389.75479,30,Finance,3020,Investment Services,302010,Investment Services,30201010,Asset Management and Financial Advisory Services,3020101030,Traditional Investment Products,3.0201E+11,Other Traditional Investment Product Managers,9.300000191,6.099999905,5.300000191,6464.3,11.44826996,-15.51922423
FCX,"Freeport-McMoRan, Inc.",12/30/2016,19059.55,45,Non-Energy Materials,4515,Mining and Mineral Products,451525,Metal Ore Mining,45152510,Base Metal Mining,4515251010,Non-Ferrous Metal Ore Mining,4.51525E+11,Copper Ore Mining,2.299999952,3.299999952,3.900000095,14598,11.07587253,-6.188548294
FTR,Frontier Communications Corporation Class B,12/30/2016,3963.22914,60,Telecommunications,6010,Telecommunications,601015,Wireless and Wireline Telecommunications Services,60101515,Wireline Services,6010151530,United States Wireline Services,6.01015E+11,Multi-Type United States Wireline Services,7.599999905,5.099999905,3.400000095,8896,114.6294201,59.54088953
GPS,"Gap, Inc.",12/30/2016,8953.56,20,Consumer Cyclicals,2025,Consumer Retail,202510,Apparel and Accessories Retail,20251020,Apparel Retail,2025102010,Casual and Specialty Apparel Retail,2.0251E+11,Multi-Genre Casual and Specialty Stores,5.599999905,4.400000095,3.900000095,15472,38.24939467,-4.019851117
