Symbol,Name,Date,mkt_val,rbics_econn,rbics_econ,rbics_sectn,rbics_sect,rbics_subsectn,rbics_subsect,rbics_indgrpn,rbics_indgrp,rbics_indn,rbics_ind,rbics_subindn,rbics_subind,msci_esg_env,msci_esg_gov,msci_esg_social
HUM,Humana Inc.,12/31/2015,26470.89374,35,Healthcare,3515,Healthcare Services,351510,Healthcare Support Services,35151010,Health Plan Providers,3515101010,Government Managed Care,3.5151E+11,Medicare Managed Care,10,5.300000191,3.700000048
HBAN,Huntington Bancshares Incorporated,12/31/2015,8791.913479,30,Finance,3010,Banking,301020,United States Banks,30102010,United States Commercial Banks,3010201020,United States Midwest and West Commercial Banks,3.0102E+11,United States Midwest Commercial Banks,1.600000024,4.199999809,2.799999952
ITW,Illinois Tool Works Inc.,12/31/2015,33708.64957,40,Industrials,4010,Industrial Manufacturing,401020,Machinery Manufacturing,40102030,Other Machinery Manufacturing,4010203025,Diversified Industrial Manufacturing,4.0102E+11,Diversified Industrial Manufacturing,4.699999809,6.400000095,1.5
ILMN,"Illumina, Inc.",12/31/2015,28136.06588,35,Healthcare,3515,Healthcare Services,351520,Miscellaneous Healthcare,35152025,Scientific Products,3515202510,Bioanalytical Instruments,3.5152E+11,Diversified Bioanalytical Instruments,6,3.099999905,4
IR,Ingersoll-Rand Plc,12/31/2015,14444.59645,40,Industrials,4010,Industrial Manufacturing,401020,Machinery Manufacturing,40102010,"Air, Liquid and Gas Control Equipment",4010201010,Environmental Control Machinery/Equipment Products,4.0102E+11,Other Heating and Cooling Equipment Manufacturing,6.599999905,6,3.900000095
INTC,Intel Corporation,12/31/2015,162776.25,55,Technology,5510,Electronic Components and Manufacturing,551020,Semiconductor Manufacturing,55102030,Processor Semiconductors,5510203025,Microprocessor Semiconductors,5.5102E+11,Microprocessor (MPU) Semiconductors,7.699999809,3.099999905,7.699999809
ICE,"Intercontinental Exchange, Inc.",12/31/2015,30494.94,-,-,-,-,-,-,-,-,-,-,-,-,8.300000191,4.5,0
IBM,International Business Machines Corporation,12/31/2015,132903.5871,55,Technology,5520,Software and Consulting,552020,Technology Consulting Services,55202020,Information Technology Consulting,5520202010,Information Technology Consulting,5.5202E+11,General Information Technology (IT) Consulting,8.5,1.100000024,5.599999905
IFF,International Flavors & Fragrances Inc.,12/31/2015,9573.866895,45,Non-Energy Materials,4510,"Chemical, Plastic and Rubber Materials",451020,Specialty and Performance Chemicals,45102010,Additives Manufacturing,4510201010,Chemical Flavor and Fragrance Additives Products,4.5102E+11,Fragrance and Personal Care Additive Manufacturing,6.900000095,5.900000095,5.099999905
IP,International Paper Company,12/31/2015,15537.678,45,Non-Energy Materials,4520,Manufactured Products,452015,Containers and Packaging,45201520,Paper Packaging Products,4520152020,Other Paper Packaging Products Manufacturing,4.52015E+11,Other Paper Packaging Products Manufacturing,4.400000095,4.400000095,5.400000095
IPG,"Interpublic Group of Companies, Inc.",12/31/2015,9386.496,10,Business Services,1010,Business Services,101010,Marketing and Printing Services,10101010,Marketing and Advertising Services,1010101015,Other Marketing and Advertising Services,1.0101E+11,Marketing and Advertising Agencies and Networks,7.400000095,3.700000048,2.799999952
INTU,Intuit Inc.,12/31/2015,25509.2925,55,Technology,5520,Software and Consulting,552015,Software,55201525,Home and Office Software,5520152530,Productivity Software,5.52015E+11,Productivity Software,5.900000095,5.199999809,5.300000191
ISRG,"Intuitive Surgical, Inc.",12/31/2015,20426.384,35,Healthcare,3520,Healthcare Equipment,352015,General Medical Devices,35201510,System-Specific General Medical Devices,3520151020,Surgical Devices,3.52015E+11,General Surgical Devices,6,2.799999952,1.299999952
IVZ,Invesco Ltd.,12/31/2015,13977.9,30,Finance,3020,Investment Services,302010,Investment Services,30201010,Asset Management and Financial Advisory Services,3020101015,Diverse Asset Management and Financial Advisors,3.0201E+11,Diverse Asset Management and Financial Advisors,9.699999809,5.199999809,4.599999905
IRM,"Iron Mountain, Inc.",12/31/2015,5708.301395,10,Business Services,1010,Business Services,101015,Other Professional Services,10101510,Administrative Services,1010151030,Other Business Administrative Services,1.01015E+11,Records Management Services,10,4.900000095,4.199999809
SJM,J. M. Smucker Company,12/31/2015,14760.98276,50,Consumer Non-Cyclicals,5015,Food and Tobacco Production,501515,Food and Beverage Production,50151515,Food Production,5015151520,General Food Manufacturing and Processing,5.01515E+11,General Food Manufacturing and Processing,4.5,0.899999976,4.5
JBHT,"J.B. Hunt Transport Services, Inc.",12/31/2015,8359.209141,40,Industrials,4015,Industrial Services,401510,Cargo Transportation and Infrastructure Services,40151020,Road and Rail Transportation Operators,4015102015,Road Transportation,4.0151E+11,Road Transportation Infrastructure and Support,4.900000095,3.900000095,2
JEC,Jacobs Engineering Group Inc.,12/31/2015,5150.490032,40,Industrials,4015,Industrial Services,401525,Facilities and Construction Services,40152510,Infrastructure Construction/Contracting Services,4015251015,Infrastructure Consulting and Design Services,4.01525E+11,Infrastructure Consulting and Design Services,4.400000095,6.099999905,3.599999905
JNJ,Johnson & Johnson,12/31/2015,283010.2406,35,Healthcare,3510,Biopharmaceuticals,351015,Other Biopharmaceuticals,35101540,Diversified Biopharmaceuticals,3510154010,Diversified Biopharmaceuticals,3.51015E+11,Diversified Biopharmaceuticals,7.099999905,4.800000191,3.599999905
247680,"Johnson Controls, Inc.",12/31/2015,25598.81105,20,Consumer Cyclicals,2020,Consumer Vehicles and Parts,202010,Consumer Vehicles and Parts,20201010,Consumer Vehicle Parts Manufacturing,2020101010,Automobile Comfort/Safety/Electronics Parts Makers,2.0201E+11,Auto Interior Comfort/Safety/Electronics Products,6.599999905,6.599999905,4.400000095
JPM,JPMorgan Chase & Co.,12/31/2015,241899.2214,30,Finance,3010,Banking,301010,International Banks,30101025,Multinational Banks,3010102510,Multinational Banks,3.0101E+11,Multinational Banks,8.199999809,2.200000048,4.099999905
JNPR,"Juniper Networks, Inc.",12/31/2015,10598.4,55,Technology,5515,Hardware,551515,Communications Equipment,55151535,Wide Area Networking Equipment,5515153530,Other Wide Area Networking Equipment,5.51515E+11,Other Wide Area Networking (WAN) Equipment,5.300000191,4.400000095,3.900000095
KSU,Kansas City Southern,12/31/2015,8098.793622,40,Industrials,4015,Industrial Services,401510,Cargo Transportation and Infrastructure Services,40151020,Road and Rail Transportation Operators,4015102010,Rail Transportation,4.0151E+11,United States Class I Railroad Transportation,1.600000024,6.400000095,4.5
K,Kellogg Company,12/31/2015,25296.2399,50,Consumer Non-Cyclicals,5015,Food and Tobacco Production,501515,Food and Beverage Production,50151515,Food Production,5015151520,General Food Manufacturing and Processing,5.01515E+11,General Food Manufacturing and Processing,6.599999905,5,5.5
GMCR,"Keurig Green Mountain, Inc.",12/31/2015,13423.93399,50,Consumer Non-Cyclicals,5015,Food and Tobacco Production,501515,Food and Beverage Production,50151510,Beverages Production,5015151020,Non-Alcoholic Beverage Production,5.01515E+11,"Coffee, Tea and Cocoa Production",5.5,4.300000191,5.099999905
KEY,KeyCorp,12/31/2015,11023.55908,30,Finance,3010,Banking,301020,United States Banks,30102010,United States Commercial Banks,3010201010,Other United States Commercial Banks,3.0102E+11,Other United States Commercial Banks,2.700000048,6.900000095,3.200000048
KMB,Kimberly-Clark Corporation,12/31/2015,45937.478,50,Consumer Non-Cyclicals,5020,Household Products,502020,Personal Care and Cleaning Products,50202025,General Personal Care and Cleaning Products Makers,5020202510,General Personal Care and Cleaning Products Makers,5.0202E+11,General Personal Care and Cleaning Products Makers,7.300000191,3.200000048,5.800000191
KIM,Kimco Realty Corporation,12/31/2015,10939.3778,30,Finance,3025,Real Estate,302520,Real Estate Investment Trusts (REITs),30252015,Equity REITs,3025201510,Equity REITs,3.0252E+11,Retail Equity REITs,6.300000191,3.599999905,1.399999976
KMI,Kinder Morgan Inc Class P,12/31/2015,33260.02005,25,Energy,2515,Downstream and Midstream Energy,251515,Midstream Energy,25151510,Natural Gas Pipeline and Storage Services,2515151015,US and Canada Natural Gas Pipeline and Storage,2.51515E+11,US and Canada Natural Gas Pipeline and Storage,2.599999905,3,6.699999809
KLAC,KLA-Tencor Corporation,12/31/2015,10795.34278,55,Technology,5510,Electronic Components and Manufacturing,551030,Semiconductor Equipment and Services,55103010,Semiconductor Manufacturing Capital Equipment,5510301020,Semiconductor Process Control Equipment,5.5103E+11,Semiconductor Process Analysis Tool Manufacturing,4.5,6.800000191,4
KSS,Kohl's Corporation,12/31/2015,9097.33,50,Consumer Non-Cyclicals,5010,Food and Staples Retail,501015,General Merchandise Retail,50101510,Department Stores,5010151025,United States Department Stores,5.01015E+11,United States Department Stores,5.199999809,4.400000095,3.400000095
KHC,Kraft Heinz Company,12/31/2015,88329.094,50,Consumer Non-Cyclicals,5015,Food and Tobacco Production,501515,Food and Beverage Production,50151515,Food Production,5015151520,General Food Manufacturing and Processing,5.01515E+11,General Food Manufacturing and Processing,3.799999952,6.400000095,4.199999809
KR,Kroger Co.,12/31/2015,40407.78,50,Consumer Non-Cyclicals,5010,Food and Staples Retail,501010,Food and Beverage Retail,50101020,Grocery Stores,5010102020,Supermarkets,5.0101E+11,United States Supermarkets,5.199999809,5.099999905,3.799999952
LB,"L Brands, Inc.",12/31/2015,27883.62,20,Consumer Cyclicals,2025,Consumer Retail,202510,Apparel and Accessories Retail,20251020,Apparel Retail,2025102015,Other Apparel Retail,2.0251E+11,Women's Wear Stores,2.299999952,2.5,2.5
LLL,L-3 Communications Holdings Inc.,12/31/2015,9337.766016,40,Industrials,4010,Industrial Manufacturing,401010,Aerospace and Defense Manufacturing,40101015,Defense Manufacturing,4010101510,Other Defense Manufacturing,4.0101E+11,Defense Electronics Equipment Manufacturing,-,-,-
LH,Laboratory Corporation of America Holdings,12/31/2015,12524.732,35,Healthcare,3515,Healthcare Services,351515,Patient Care,35151515,Ambulatory and Outpatient Diagnostic Patient Care,3515151510,Clinical Laboratory Patient Diagnostics,3.51515E+11,General Clinical Laboratories,6.300000191,4.599999905,4.800000191
LRCX,Lam Research Corporation,12/31/2015,12593.47056,55,Technology,5510,Electronic Components and Manufacturing,551030,Semiconductor Equipment and Services,55103010,Semiconductor Manufacturing Capital Equipment,5510301015,Semiconductor Front End Processing Equipment,5.5103E+11,Other Front End Processing Equipment Makers,5.900000095,5.599999905,6.5
LM,"Legg Mason, Inc.",12/31/2015,4225.083161,30,Finance,3020,Investment Services,302010,Investment Services,30201010,Asset Management and Financial Advisory Services,3020101030,Traditional Investment Products,3.0201E+11,Other Traditional Investment Product Managers,10,5.800000191,4.400000095
LEG,"Leggett & Platt, Incorporated",12/31/2015,5697.912,45,Non-Energy Materials,4520,Manufactured Products,452020,Other Materials,45202015,Diversified Materials,4520201510,Diversified Materials,4.5202E+11,Diversified Materials,8.199999809,4,2.599999905
LEN,Lennar Corporation Class A,12/31/2015,10327.14039,30,Finance,3025,Real Estate,302510,Home Builders and Manufactured Buildings,30251010,Home Builders,3025101010,Home Builders,3.0251E+11,Home Builders,4.400000095,4.199999809,4
LUK,Leucadia National Corporation,12/31/2015,6305.916986,50,Consumer Non-Cyclicals,5015,Food and Tobacco Production,501515,Food and Beverage Production,50151520,General Food and Beverage Production,5015152010,General Food and Beverage Production,5.01515E+11,General Food and Beverage Production,4,5.300000191,3.599999905
LVLT,"Level 3 Communications, Inc.",12/31/2015,19372.51635,60,Telecommunications,6010,Telecommunications,601010,Other Telecommunications Services,60101030,Telecommunications Carrier Services,6010103010,Telecommunications Carrier Services,6.0101E+11,Other Carrier Services,6,5,3.599999905
LNC,Lincoln National Corporation,12/31/2015,12255.19198,30,Finance,3015,Insurance,301510,Insurance,30151015,Life and Health Insurance,3015101510,Life and Health Insurance,3.0151E+11,Diversified Life and Health Insurance,8.600000381,5.400000095,3.400000095
LLTC,Linear Technology Corporation,12/31/2015,10169.73879,55,Technology,5510,Electronic Components and Manufacturing,551020,Semiconductor Manufacturing,55102010,Analog and Mixed Signal Semiconductors,5510201010,General Analog and Mixed Signal Semiconductors,5.5102E+11,General Analog and Mixed Signal Semiconductors,4.400000095,4.5,5.099999905
LMT,Lockheed Martin Corporation,12/31/2015,66230.75,40,Industrials,4010,Industrial Manufacturing,401010,Aerospace and Defense Manufacturing,40101015,Defense Manufacturing,4010101510,Other Defense Manufacturing,4.0101E+11,Defense Contractors,3.799999952,5.900000095,3.400000095
L,Loews Corporation,12/31/2015,13052.0658,30,Finance,3015,Insurance,301510,Insurance,30151020,Property and Casualty Insurance,3015102010,Commercial Insurance,3.0151E+11,Multi-Type Commercial Insurance,4.800000191,0.800000012,5.5
LOW,"Lowe's Companies, Inc.",12/31/2015,69728.68,20,Consumer Cyclicals,2025,Consumer Retail,202520,Home Improvement Retail,20252010,Building Materials and Garden Supply Stores,2025201010,Building Materials and Supplies Stores,2.0252E+11,Home Centers and Hardware Stores,6.099999905,4.900000095,2.599999905
LYB,LyondellBasell Industries NV,12/31/2015,38249.041,45,Non-Energy Materials,4510,"Chemical, Plastic and Rubber Materials",451010,Commodity Chemicals,45101010,Organic and Petrochemical Products,4510101015,Petrochemicals and Alternative Fuels Manufacturing,4.5101E+11,Multi-Type Organic and Petrochemicals Makers,3,6.699999809,4.900000095
MTB,M&T Bank Corporation,12/31/2015,19335.90638,30,Finance,3010,Banking,301020,United States Banks,30102010,United States Commercial Banks,3010201015,United States East and South Commercial Banks,3.0102E+11,United States Northeast Commercial Banks,1.899999976,5.5,4.300000191
MAC,Macerich Company,12/31/2015,12458.93832,30,Finance,3025,Real Estate,302520,Real Estate Investment Trusts (REITs),30252015,Equity REITs,3025201510,Equity REITs,3.0252E+11,Retail Equity REITs,6.300000191,4,3.099999905
M,Macy's Inc,12/31/2015,10996.57613,50,Consumer Non-Cyclicals,5010,Food and Staples Retail,501015,General Merchandise Retail,50101510,Department Stores,5010151025,United States Department Stores,5.01015E+11,United States Department Stores,3,3.599999905,3.099999905
MNK,Mallinckrodt Plc,12/31/2015,8400.00286,35,Healthcare,3510,Biopharmaceuticals,351015,Other Biopharmaceuticals,35101540,Diversified Biopharmaceuticals,3510154010,Diversified Biopharmaceuticals,3.51015E+11,Diversified Biopharmaceuticals,2.900000095,4.300000191,3
MRO,Marathon Oil Corporation,12/31/2015,8523.43,25,Energy,2510,Upstream Energy,251015,Fossil Fuel Exploration and Production,25101510,Americas Fossil Fuel Exploration and Production,2510151015,Pan-US Fossil Fuel Exploration/Production,2.51015E+11,Pan-US Fossil Fuel Exploration/Production,4.199999809,4.800000191,6.099999905
MPC,Marathon Petroleum Corporation,12/31/2015,27527.04,25,Energy,2515,Downstream and Midstream Energy,251510,Downstream Energy,25151015,Petroleum Refineries,2515101510,Americas Petroleum Refineries,2.5151E+11,Americas Petroleum Refineries,2.799999952,4.699999809,6.099999905
MAR,"Marriott International, Inc. Class A",12/31/2015,17182.352,15,Consumer Services,1510,Hospitality Services,151010,Hospitality Services,15101010,Accommodation Providers,1510101025,"Hotels, Motels and Resorts",1.5101E+11,Full Service Hotels and Resorts,8,3.599999905,5.900000095
MMC,"Marsh & McLennan Companies, Inc.",12/31/2015,28939.24155,10,Business Services,1010,Business Services,101015,Other Professional Services,10101515,Consulting/Business Process Outsourcing Services,1010151520,Other Consulting and Business Process Outsourcing,1.01015E+11,Consulting and Business Process Services,10,5.5,7
MLM,"Martin Marietta Materials, Inc.",12/31/2015,8806.54182,45,Non-Energy Materials,4515,Mining and Mineral Products,451535,Construction Materials,45153520,Heavy Building Material and Aggregate Products,4515352010,"Asphalt, Cement and Concrete Products",4.51535E+11,"Concrete Blocks, Bricks and Aggregates Makers",2.299999952,2.5,4.5
MAS,Masco Corporation,12/31/2015,9353.15,50,Consumer Non-Cyclicals,5020,Household Products,502015,Household Products,50201515,Diversified Household Products Makers,5020151510,Diversified Household Products Makers,5.02015E+11,Diversified Household Products Makers,7.099999905,4.599999905,4.400000095
MA,Mastercard Incorporated Class A,12/31/2015,108653.76,30,Finance,3030,Specialty Finance and Services,303010,Specialty Finance,30301015,Consumer Finance Services,3030101530,Electronic Transaction Processing/Clearinghouses,3.0301E+11,Electronic Payment Processing,9.800000191,4.400000095,4.099999905
MAT,"Mattel, Inc.",12/31/2015,9229.649,20,Consumer Cyclicals,2010,Consumer Goods,201015,Leisure Goods Products,20101510,Other Leisure Goods,2010151035,"Toy, Game, Hobby and Musical Instrument Products",2.01015E+11,"Toy, Game, Hobby and Musical Instrument Products",3.900000095,6.099999905,4.900000095
MKC,"McCormick & Company, Incorporated",12/31/2015,10891.788,50,Consumer Non-Cyclicals,5015,Food and Tobacco Production,501515,Food and Beverage Production,50151515,Food Production,5015151520,General Food Manufacturing and Processing,5.01515E+11,General Food Manufacturing and Processing,4,4.599999905,5.099999905
MCD,McDonald's Corporation,12/31/2015,107129.352,15,Consumer Services,1510,Hospitality Services,151010,Hospitality Services,15101025,Restaurants and Bars,1510102515,Limited-Service and Fast Food Restaurants,1.5101E+11,Burger Restaurants,8.300000191,2.900000095,2.799999952
SPGI,"McGraw Hill Financial, Inc.",12/31/2015,26222.28,15,Consumer Services,1515,Media and Publishing Services,151510,Media and Publishing Services,15151015,Entertainment and Programming Providers,1515101510,Other Entertainment and Programming Providers,1.5151E+11,General Entertainment and Programming,9.800000191,4.400000095,2.700000048
MCK,McKesson Corporation,12/31/2015,45084.20888,35,Healthcare,3515,Healthcare Services,351510,Healthcare Support Services,35151020,Healthcare Distributors,3515102020,Other Pharmaceuticals Distributors,3.5151E+11,Other Pharmaceuticals Distributors,9.800000191,4.099999905,3
MJN,Mead Johnson Nutrition Company,12/31/2015,14724.175,50,Consumer Non-Cyclicals,5015,Food and Tobacco Production,501515,Food and Beverage Production,50151515,Food Production,5015151515,Dairy and Dairy Alternative Production,5.01515E+11,Dairy Products Production,3.200000048,5,5.199999809
MDT,Medtronic plc,12/31/2015,108161.4981,35,Healthcare,3520,Healthcare Equipment,352015,General Medical Devices,35201515,Diversified Medical Devices and Instruments,3520151510,Diversified Medical Devices and Instruments,3.52015E+11,Diversified Medical Devices and Instruments,10,3.5,2.5
MRK,"Merck & Co., Inc.",12/31/2015,146899.1848,35,Healthcare,3510,Biopharmaceuticals,351015,Other Biopharmaceuticals,35101540,Diversified Biopharmaceuticals,3510154010,Diversified Biopharmaceuticals,3.51015E+11,Diversified Biopharmaceuticals,6.800000191,4.199999809,5
MET,"MetLife, Inc.",12/31/2015,52935.95519,30,Finance,3015,Insurance,301510,Insurance,30151015,Life and Health Insurance,3015101510,Life and Health Insurance,3.0151E+11,Diversified Life and Health Insurance,3.900000095,4.400000095,3.900000095
KORS,Michael Kors Holdings Ltd,12/31/2015,7187.034937,20,Consumer Cyclicals,2010,Consumer Goods,201010,Apparel and Accessory Products,20101015,Apparel and Footwear Production,2010101515,Apparel Production,2.0101E+11,Premium Wear Production,1,2.799999952,4.099999905
MCHP,Microchip Technology Incorporated,12/31/2015,9470.821307,55,Technology,5510,Electronic Components and Manufacturing,551020,Semiconductor Manufacturing,55102030,Processor Semiconductors,5510203030,Other Processor Semiconductors,5.5102E+11,Other Processor Semiconductors,5.599999905,5.699999809,5.400000095
MU,"Micron Technology, Inc.",12/31/2015,14655.6,55,Technology,5510,Electronic Components and Manufacturing,551020,Semiconductor Manufacturing,55102025,Memory Semiconductors,5510202520,Volatile Memory Semiconductors,5.5102E+11,Volatile Memory Semiconductors,4.400000095,5.300000191,4
MSFT,Microsoft Corporation,12/31/2015,439679,55,Technology,5520,Software and Consulting,552015,Software,55201540,General and Mixed-Type Software,5520154010,General and Mixed-Type Software,5.52015E+11,General and Mixed-Type Software,7.900000095,8.100000381,4.400000095
MHK,"Mohawk Industries, Inc.",12/31/2015,14001.41331,45,Non-Energy Materials,4515,Mining and Mineral Products,451535,Construction Materials,45153510,Architectural and Infrastructure Component Makers,4515351010,Architectural Component Manufacturing,4.51535E+11,Flooring Manufacturing,5.199999809,3,4.400000095
TAP,Molson Coors Brewing Company Class B,12/31/2015,17328.24,50,Consumer Non-Cyclicals,5015,Food and Tobacco Production,501515,Food and Beverage Production,50151510,Beverages Production,5015151010,Alcoholic Beverage Production,5.01515E+11,Breweries,5.099999905,4,4.900000095
MDLZ,"Mondelez International, Inc. Class A",12/31/2015,70848.68663,50,Consumer Non-Cyclicals,5015,Food and Tobacco Production,501515,Food and Beverage Production,50151515,Food Production,5015151535,Sweets and Snacks Production,5.01515E+11,Sweets and Snacks Production,4.599999905,3.900000095,4.699999809
MON,Monsanto Company,12/31/2015,43375.3403,45,Non-Energy Materials,4510,"Chemical, Plastic and Rubber Materials",451020,Specialty and Performance Chemicals,45102020,Agrochemical Products,4510202015,Other Agrochemicals Manufacturing,4.5102E+11,Biotechnology and Genomics (GMO/Hybrids) Products,3.299999952,3.5,1.200000048
MNST,Monster Beverage Corporation,12/31/2015,30223.984,50,Consumer Non-Cyclicals,5015,Food and Tobacco Production,501515,Food and Beverage Production,50151510,Beverages Production,5015151020,Non-Alcoholic Beverage Production,5.01515E+11,"Juices, Soft Drinks and Energy Drinks Production",0.400000006,3.799999952,3.5
MCO,Moody's Corporation,12/31/2015,19674.21848,10,Business Services,1010,Business Services,101015,Other Professional Services,10101510,Administrative Services,1010151030,Other Business Administrative Services,1.01015E+11,Credit and Information Bureaus,6.800000191,3.900000095,2.700000048
MS,Morgan Stanley,12/31/2015,61075.9643,30,Finance,3020,Investment Services,302010,Investment Services,30201030,Diversified Investment,3020103010,Diversified Investment,3.0201E+11,Diversified Investment,8.300000191,3.200000048,6.599999905
MOS,Mosaic Company,12/31/2015,9725.895913,45,Non-Energy Materials,4510,"Chemical, Plastic and Rubber Materials",451020,Specialty and Performance Chemicals,45102020,Agrochemical Products,4510202010,Fertilizers Manufacturing,4.5102E+11,Multi-Type Fertilizers Manufacturing,4,6.099999905,5.900000095
MSI,"Motorola Solutions, Inc.",12/31/2015,11930.835,55,Technology,5515,Hardware,551515,Communications Equipment,55151525,Other Communications Equipment,5515152515,Other Wireless Equipment,5.51515E+11,Other Wireless Equipment,3.5,4.900000095,6.5
MUR,Murphy Oil Corporation,12/31/2015,3862.179262,25,Energy,2510,Upstream Energy,251015,Fossil Fuel Exploration and Production,25101510,Americas Fossil Fuel Exploration and Production,2510151010,Other Americas Fossil Fuel Exploration/Production,2.51015E+11,Pan-Americas Fossil Fuel Exploration/Production,1.899999976,3.599999905,3.299999952
MYL,Mylan N.V.,12/31/2015,26598.5521,35,Healthcare,3510,Biopharmaceuticals,351015,Other Biopharmaceuticals,35101540,Diversified Biopharmaceuticals,3510154010,Diversified Biopharmaceuticals,3.51015E+11,Diversified Biopharmaceuticals,1.899999976,3.099999905,2.5
NDAQ,"Nasdaq, Inc.",12/31/2015,9558.742786,30,Finance,3020,Investment Services,302010,Investment Services,30201025,Securities Sales and Trading Services,3020102525,Securities Exchanges and ECNs,3.0201E+11,Securities Exchanges,8.699999809,4.800000191,0.100000001
NOV,"National Oilwell Varco, Inc.",12/31/2015,12584.36295,25,Energy,2510,Upstream Energy,251020,Support Activities for Oil and Gas Operations,25102015,Oil and Gas Field Support Activities,2510201510,Oil and Gas Field Equipment Manufacturing,2.5102E+11,Oil and Gas Drilling Equipment,7.699999809,5,3.299999952
NAVI,Navient Corp,12/31/2015,3987.013523,30,Finance,3030,Specialty Finance and Services,303010,Specialty Finance,30301015,Consumer Finance Services,3030101525,Education Finance,3.0301E+11,Education Finance,6,5.099999905,1.600000024
NTAP,"NetApp, Inc.",12/31/2015,7746.76,55,Technology,5515,Hardware,551520,Computer Hardware and Storage,55152020,Data Storage Hardware,5515202020,Information and Disk Storage Systems,5.5152E+11,Disk Storage Systems,4.5,6.699999809,3
NFLX,"Netflix, Inc.",12/31/2015,48947.82753,55,Technology,5520,Software and Consulting,552010,Internet and Data Services,55201035,Web-Based Data and Services,5520103510,Consumer Content Providers,5.5201E+11,Media Download and Streaming Digital Content Sites,6.800000191,3.099999905,4.699999809
NWL,Newell Brands Inc,12/31/2015,11778.176,50,Consumer Non-Cyclicals,5020,Household Products,502015,Household Products,50201515,Diversified Household Products Makers,5020151510,Diversified Household Products Makers,5.02015E+11,Diversified Household Products Makers,9.300000191,5.5,2.5
NFX,Newfield Exploration Company,12/31/2015,5323.244722,25,Energy,2510,Upstream Energy,251015,Fossil Fuel Exploration and Production,25101510,Americas Fossil Fuel Exploration and Production,2510151020,US Southern Fossil Fuel Exploration/Production,2.51015E+11,Mid-Continent Fossil Fuel Exploration/Production,2.200000048,5,5.300000191
NEM,Newmont Mining Corporation,12/31/2015,9528.4035,45,Non-Energy Materials,4515,Mining and Mineral Products,451525,Metal Ore Mining,45152520,Precious Metal Mining,4515252020,Other Gold Mining,4.51525E+11,Multinational Gold Ore Mining,2.200000048,4.099999905,4.199999809
NWSA,News Corporation Class A,12/31/2015,7765.572986,15,Consumer Services,1515,Media and Publishing Services,151510,Media and Publishing Services,15151020,Print Media and Publishing Services,1515102020,Publishing,1.5151E+11,Mixed Print Media,4.300000191,1.700000048,0
NWS,News Corporation Class B,12/31/2015,8114.326263,15,Consumer Services,1515,Media and Publishing Services,151510,Media and Publishing Services,15151020,Print Media and Publishing Services,1515102020,Publishing,1.5151E+11,Mixed Print Media,4.300000191,1.700000048,0
NEE,"NextEra Energy, Inc.",12/31/2015,47893.29,65,Utilities,6510,Utilities,651010,Energy Utilities,65101010,Electric Utilities,6510101020,United States Regional Electric Utilities,6.5101E+11,United States South Atlantic Electric Utilities,8.199999809,4.900000095,4.099999905
NLSN,Nielsen Holdings Plc,12/31/2015,16884.968,10,Business Services,1010,Business Services,101015,Other Professional Services,10101515,Consulting/Business Process Outsourcing Services,1010151515,Market Research Services,1.01015E+11,Market Research Services,5.300000191,4.300000191,1.5
NKE,"NIKE, Inc. Class B",12/31/2015,106687.5,20,Consumer Cyclicals,2010,Consumer Goods,201010,Apparel and Accessory Products,20101015,Apparel and Footwear Production,2010101520,Footwear Production,2.0101E+11,Athletic Footwear Production,5.699999809,4.199999809,5.800000191
NI,NiSource Inc,12/31/2015,6225.837719,65,Utilities,6510,Utilities,651010,Energy Utilities,65101015,Natural Gas Utilities,6510101515,United States Natural Gas Utilities,6.5101E+11,United States Natural Gas Utilities,4.800000191,5.900000095,6.300000191
NBL,"Noble Energy, Inc.",12/31/2015,14121.81629,25,Energy,2510,Upstream Energy,251015,Fossil Fuel Exploration and Production,25101510,Americas Fossil Fuel Exploration and Production,2510151015,Pan-US Fossil Fuel Exploration/Production,2.51015E+11,Pan-US Fossil Fuel Exploration/Production,4.300000191,5.599999905,4.699999809
JWN,"Nordstrom, Inc.",12/31/2015,9234.774,50,Consumer Non-Cyclicals,5010,Food and Staples Retail,501015,General Merchandise Retail,50101510,Department Stores,5010151025,United States Department Stores,5.01015E+11,United States Department Stores,4.800000191,6.599999905,5.099999905
NSC,Norfolk Southern Corporation,12/31/2015,25190.4804,40,Industrials,4015,Industrial Services,401510,Cargo Transportation and Infrastructure Services,40151020,Road and Rail Transportation Operators,4015102010,Rail Transportation,4.0151E+11,United States Class I Railroad Transportation,7.699999809,4.800000191,4.900000095
NTRS,Northern Trust Corporation,12/31/2015,16529.78882,30,Finance,3020,Investment Services,302010,Investment Services,30201025,Securities Sales and Trading Services,3020102515,Other Securities Sales and Trading Services,3.0201E+11,Other Clearing and Settlement Services,10,4.400000095,8
NOC,Northrop Grumman Corporation,12/31/2015,34231.8351,40,Industrials,4010,Industrial Manufacturing,401010,Aerospace and Defense Manufacturing,40101015,Defense Manufacturing,4010101510,Other Defense Manufacturing,4.0101E+11,Defense Contractors,3.700000048,5,1.799999952
NRG,"NRG Energy, Inc.",12/31/2015,3698.016794,65,Utilities,6510,Utilities,651010,Energy Utilities,65101025,Wholesale Power Generation and Marketing,6510102530,US Traditional Fuel Wholesale Power,6.5101E+11,US Fossil Fuel Wholesale Power,3.5,6.599999905,1.799999952
